 frequency       db(v(Z))       
 3.37794025e+02 -2.13998115e+00 
 3.62038672e+02 -2.36273440e+00 
 3.88023441e+02 -2.60525983e+00 
 4.15873227e+02 -2.86809613e+00 
 4.45721888e+02 -3.15160286e+00 
 4.77712892e+02 -3.45594709e+00 
 5.12000000e+02 -3.78109713e+00 
 5.48748013e+02 -4.12682369e+00 
 5.88133558e+02 -4.49270853e+00 
 6.30345940e+02 -4.87815984e+00 
 6.75588050e+02 -5.28243313e+00 
 7.24077344e+02 -5.70465625e+00 
 7.76046882e+02 -6.14385674e+00 
 8.31746454e+02 -6.59898991e+00 
 8.91443777e+02 -7.06896611e+00 
 9.55425783e+02 -7.55267607e+00 
 1.02400000e+03 -8.04901327e+00 
 1.09749603e+03 -8.55689302e+00 
 1.17626712e+03 -9.07526782e+00 
 1.26069188e+03 -9.60313916e+00 
 1.35117610e+03 -1.01395660e+01 
 1.44815469e+03 -1.06836702e+01 
 1.55209376e+03 -1.12346393e+01 
 1.66349291e+03 -1.17917275e+01 
 1.78288755e+03 -1.23542546e+01 
 1.91085157e+03 -1.29216039e+01 
 2.04800000e+03 -1.34932191e+01 
 2.19499205e+03 -1.40686006e+01 
 2.35253423e+03 -1.46473017e+01 
 2.52138376e+03 -1.52289240e+01 
 2.70235220e+03 -1.58131136e+01 
 2.89630938e+03 -1.63995567e+01 
 3.10418753e+03 -1.69879759e+01 
 3.32698582e+03 -1.75781264e+01 
 3.56577511e+03 -1.81697923e+01 
 3.82170313e+03 -1.87627840e+01 
 4.09600000e+03 -1.93569349e+01 
 4.38998410e+03 -1.99520985e+01 
 4.70506846e+03 -2.05481468e+01 
 5.04276752e+03 -2.11449675e+01 
 5.40470440e+03 -2.17424624e+01 
 5.79261875e+03 -2.23405457e+01 
 6.20837506e+03 -2.29391422e+01 
 6.65397163e+03 -2.35381866e+01 
 7.13155021e+03 -2.41376216e+01 
 7.64340627e+03 -2.47373975e+01 
 8.19200000e+03 -2.53374706e+01 
 8.77996821e+03 -2.59378032e+01 
 9.41013692e+03 -2.65383623e+01 
 1.00855350e+04 -2.71391192e+01 
 1.08094088e+04 -2.77400490e+01 
 1.15852375e+04 -2.83411302e+01 
 1.24167501e+04 -2.89423439e+01 
 1.33079433e+04 -2.95436739e+01 
 1.42631004e+04 -3.01451062e+01 
 1.52868125e+04 -3.07466289e+01 
 1.63840000e+04 -3.13482315e+01 
 1.75599364e+04 -3.19499054e+01 
 1.88202738e+04 -3.25516430e+01 
 2.01710701e+04 -3.31534383e+01 
 2.16188176e+04 -3.37552860e+01 
 2.31704750e+04 -3.43571822e+01 
 2.48335002e+04 -3.49591237e+01 
 2.66158865e+04 -3.55611082e+01 
 2.85262009e+04 -3.61631343e+01 
 3.05736251e+04 -3.67652013e+01 
 3.27680000e+04 -3.73673093e+01 
 3.51198728e+04 -3.79694594e+01 
 3.76405477e+04 -3.85716531e+01 
 4.03421401e+04 -3.91738932e+01 
 4.32376352e+04 -3.97761830e+01 
 4.63409500e+04 -4.03785271e+01 
 4.96670005e+04 -4.09809308e+01 
 5.32317730e+04 -4.15834009e+01 
 5.70524017e+04 -4.21859451e+01 
 6.11472501e+04 -4.27885730e+01 
 6.55360000e+04 -4.33912954e+01 
 7.02397456e+04 -4.39941250e+01 
 7.52810954e+04 -4.45970769e+01 
 8.06842803e+04 -4.52001682e+01 
 8.64752704e+04 -4.58034188e+01 
 9.26819000e+04 -4.64068518e+01 
 9.93340009e+04 -4.70104937e+01 
 1.06463546e+05 -4.76143752e+01 
 1.14104803e+05 -4.82185317e+01 
 1.22294500e+05 -4.88230037e+01 
 1.31072000e+05 -4.94278382e+01 
 1.40479491e+05 -5.00330891e+01 
 1.50562191e+05 -5.06388187e+01 
 1.61368561e+05 -5.12450985e+01 
 1.72950541e+05 -5.18520112e+01 
 1.85363800e+05 -5.24596518e+01 
 1.98668002e+05 -5.30681300e+01 
 2.12927092e+05 -5.36775724e+01 
 2.28209607e+05 -5.42881249e+01 
 2.44589001e+05 -5.48999561e+01 
 2.62144000e+05 -5.55132607e+01 
 2.80958983e+05 -5.61282639e+01 
 3.01124382e+05 -5.67452261e+01 
 3.22737121e+05 -5.73644488e+01 
 3.45901082e+05 -5.79862815e+01 
 3.70727600e+05 -5.86111294e+01 
 3.97336004e+05 -5.92394628e+01 
 4.25854184e+05 -5.98718281e+01 
 4.56419214e+05 -6.05088607e+01 
 4.89178001e+05 -6.11512998e+01 
 5.24288000e+05 -6.18000059e+01 
 5.61917965e+05 -6.24559812e+01 
 6.02248763e+05 -6.31203923e+01 
 6.45474242e+05 -6.37945973e+01 
 6.91802164e+05 -6.44801748e+01 
 7.41455200e+05 -6.51789562e+01 
 7.94672007e+05 -6.58930601e+01 
 8.51708369e+05 -6.66249270e+01 
 9.12838427e+05 -6.73773518e+01 
 9.78356002e+05 -6.81535108e+01 
