 frequency       db(v(Z))       
 1.28000000e+02 -1.93114259e+00 
 1.37187003e+02 -2.13494271e+00 
 1.47033389e+02 -2.35782146e+00 
 1.57586485e+02 -2.60047641e+00 
 1.68897013e+02 -2.86344515e+00 
 1.81019336e+02 -3.14708601e+00 
 1.94011721e+02 -3.45156481e+00 
 2.07936613e+02 -3.77684856e+00 
 2.22860944e+02 -4.12270671e+00 
 2.38856446e+02 -4.48871986e+00 
 2.56000000e+02 -4.87429513e+00 
 2.74374006e+02 -5.27868713e+00 
 2.94066779e+02 -5.70102296e+00 
 3.15172970e+02 -6.14032961e+00 
 3.37794025e+02 -6.59556201e+00 
 3.62038672e+02 -7.06563031e+00 
 3.88023441e+02 -7.54942517e+00 
 4.15873227e+02 -8.04584018e+00 
 4.45721888e+02 -8.55379081e+00 
 4.77712892e+02 -9.07222986e+00 
 5.12000000e+02 -9.60015917e+00 
 5.48748013e+02 -1.01366381e+01 
 5.88133558e+02 -1.06807888e+01 
 6.30345940e+02 -1.12317994e+01 
 6.75588050e+02 -1.17889245e+01 
 7.24077344e+02 -1.23514842e+01 
 7.76046882e+02 -1.29188623e+01 
 8.31746454e+02 -1.34905027e+01 
 8.91443777e+02 -1.40659064e+01 
 9.55425783e+02 -1.46446269e+01 
 1.02400000e+03 -1.52262660e+01 
 1.09749603e+03 -1.58104701e+01 
 1.17626712e+03 -1.63969258e+01 
 1.26069188e+03 -1.69853556e+01 
 1.35117610e+03 -1.75755151e+01 
 1.44815469e+03 -1.81671885e+01 
 1.55209376e+03 -1.87601863e+01 
 1.66349291e+03 -1.93543419e+01 
 1.78288755e+03 -1.99495091e+01 
 1.91085157e+03 -2.05455598e+01 
 2.04800000e+03 -2.11423818e+01 
 2.19499205e+03 -2.17398770e+01 
 2.35253423e+03 -2.23379594e+01 
 2.52138376e+03 -2.29365540e+01 
 2.70235220e+03 -2.35355952e+01 
 2.89630938e+03 -2.41350259e+01 
 3.10418753e+03 -2.47347961e+01 
 3.32698582e+03 -2.53348622e+01 
 3.56577511e+03 -2.59351862e+01 
 3.82170313e+03 -2.65357351e+01 
 4.09600000e+03 -2.71364798e+01 
 4.38998410e+03 -2.77373954e+01 
 4.70506846e+03 -2.83384598e+01 
 5.04276752e+03 -2.89396540e+01 
 5.40470440e+03 -2.95409615e+01 
 5.79261875e+03 -3.01423677e+01 
 6.20837506e+03 -3.07438602e+01 
 6.65397163e+03 -3.13454281e+01 
 7.13155021e+03 -3.19470619e+01 
 7.64340627e+03 -3.25487534e+01 
 8.19200000e+03 -3.31504955e+01 
 8.77996821e+03 -3.37522822e+01 
 9.41013692e+03 -3.43541082e+01 
 1.00855350e+04 -3.49559689e+01 
 1.08094088e+04 -3.55578606e+01 
 1.15852375e+04 -3.61597801e+01 
 1.24167501e+04 -3.67617245e+01 
 1.33079433e+04 -3.73636917e+01 
 1.42631004e+04 -3.79656800e+01 
 1.52868125e+04 -3.85676879e+01 
 1.63840000e+04 -3.91697144e+01 
 1.75599364e+04 -3.97717589e+01 
 1.88202738e+04 -4.03738211e+01 
 2.01710701e+04 -4.09759010e+01 
 2.16188176e+04 -4.15779990e+01 
 2.31704750e+04 -4.21801159e+01 
 2.48335002e+04 -4.27822527e+01 
 2.66158865e+04 -4.33844110e+01 
 2.85262009e+04 -4.39865926e+01 
 3.05736251e+04 -4.45887998e+01 
 3.27680000e+04 -4.51910355e+01 
 3.51198728e+04 -4.57933031e+01 
 3.76405477e+04 -4.63956066e+01 
 4.03421401e+04 -4.69979506e+01 
 4.32376352e+04 -4.76003407e+01 
 4.63409500e+04 -4.82027832e+01 
 4.96670005e+04 -4.88052855e+01 
 5.32317730e+04 -4.94078560e+01 
 5.70524017e+04 -5.00105047e+01 
 6.11472501e+04 -5.06132429e+01 
 6.55360000e+04 -5.12160837e+01 
 7.02397456e+04 -5.18190421e+01 
 7.52810954e+04 -5.24221355e+01 
 8.06842803e+04 -5.30253839e+01 
 8.64752704e+04 -5.36288101e+01 
 9.26819000e+04 -5.42324407e+01 
 9.93340009e+04 -5.48363059e+01 
 1.06463546e+05 -5.54404407e+01 
 1.14104803e+05 -5.60448854e+01 
 1.22294500e+05 -5.66496860e+01 
 1.31072000e+05 -5.72548959e+01 
 1.40479491e+05 -5.78605762e+01 
 1.50562191e+05 -5.84667973e+01 
 1.61368561e+05 -5.90736404e+01 
 1.72950541e+05 -5.96811987e+01 
 1.85363800e+05 -6.02895797e+01 
 1.98668002e+05 -6.08989075e+01 
 2.12927092e+05 -6.15093247e+01 
 2.28209607e+05 -6.21209960e+01 
 2.44589001e+05 -6.27341113e+01 
 2.62144000e+05 -6.33488900e+01 
 2.80958983e+05 -6.39655852e+01 
 3.01124382e+05 -6.45844897e+01 
 3.22737121e+05 -6.52059417e+01 
 3.45901082e+05 -6.58303331e+01 
 3.70727600e+05 -6.64581173e+01 
 3.97336004e+05 -6.70898199e+01 
 4.25854184e+05 -6.77260504e+01 
 4.56419214e+05 -6.83675161e+01 
 4.89178001e+05 -6.90150382e+01 
 5.24288000e+05 -6.96695703e+01 
 5.61917965e+05 -7.03322200e+01 
 6.02248763e+05 -7.10042734e+01 
 6.45474242e+05 -7.16872230e+01 
 6.91802164e+05 -7.23827979e+01 
 7.41455200e+05 -7.30929978e+01 
 7.94672007e+05 -7.38201278e+01 
 8.51708369e+05 -7.45668337e+01 
 9.12838427e+05 -7.53361348e+01 
 9.78356002e+05 -7.61314512e+01 
